Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Regulation Of Neuron Apoptotic Process (GO:0043523)	1/105	0.403760381976319	0.4915020487778027	0	0	1.962529738302934	1.7798843390652541	GDNF
Negative Regulation Of MAPK Cascade (GO:0043409)	1/105	0.403760381976319	0.4915020487778027	0	0	1.962529738302934	1.7798843390652541	SPRY1
Central Nervous System Development (GO:0007417)	2/283	0.4048390577199362	0.49190922270749604	0	0	1.454700474495848	1.3154357126041616	RPS6KA3;RELN
Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045)	1/106	0.40669736977067755	0.4923570721949045	0	0	1.943740795287187	1.7487562515727495	SLFN11
Positive Regulation Of Cell Growth (GO:0030307)	1/106	0.40669736977067755	0.4923570721949045	0	0	1.943740795287187	1.7487562515727495	RPS6KA3
Positive Regulation Of DNA-templated Transcription (GO:0045893)	7/1243	0.4086928194367355	0.49386828820417217	0	0	1.1616878267363704	1.0394683440434926	RPS6KA3;EHF;SP100;GDNF;BCL3;BMP6;APLN
Monoatomic Ion Transport (GO:0006811)	1/107	0.4096200372899212	0.49408548293547067	0	0	1.9253063606302276	1.718384612639862	SLC15A3
Extracellular Structure Organization (GO:0043062)	1/109	0.4154226875634459	0.49745361681057565	0	0	1.8894616265750286	1.6598141040315888	ADAMTS2
Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032434)	1/109	0.4154226875634459	0.49745361681057565	0	0	1.8894616265750286	1.6598141040315888	N4BP1
Cell-Matrix Adhesion (GO:0007160)	1/109	0.4154226875634459	0.49745361681057565	0	0	1.8894616265750286	1.6598141040315888	CD44
Positive Regulation Of Wnt Signaling Pathway (GO:0030177)	1/109	0.4154226875634459	0.49745361681057565	0	0	1.8894616265750286	1.6598141040315888	AMER1
External Encapsulating Structure Organization (GO:0045229)	1/110	0.41830280752801524	0.4989115246660955	0	0	1.872032535704152	1.6315693739152295	ADAMTS2
Regulation Of JNK Cascade (GO:0046328)	1/110	0.41830280752801524	0.4989115246660955	0	0	1.872032535704152	1.6315693739152295	GADD45B
Positive Regulation Of Gene Expression (GO:0010628)	3/480	0.4190362526871827	0.4989115246660955	0	0	1.2859980139026812	1.1185582958638327	BCL3;LURAP1;BMP6
T Cell Activation (GO:0042110)	1/111	0.42116888163945737	0.4989115246660955	0	0	1.8549203373945642	1.603989277094884	CD44
Negative Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090101)	1/111	0.42116888163945737	0.4989115246660955	0	0	1.8549203373945642	1.603989277094884	SPRY1
Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015)	1/111	0.42116888163945737	0.4989115246660955	0	0	1.8549203373945642	1.603989277094884	SPRY1
Positive Regulation Of Cellular Component Organization (GO:0051130)	1/113	0.4268591632115185	0.5047475972858922	0	0	1.8216126656848306	1.5507409547900919	RELN
Regulation Of Intracellular Signal Transduction (GO:1902531)	2/297	0.4286290187912429	0.505375083653007	0	0	1.384675141242938	1.1730462282669702	BST1;BCL3
Regulation Of Cytoskeleton Organization (GO:0051493)	1/114	0.4296835053146595	0.505375083653007	0	0	1.8054009670650488	1.5250337071281508	BST1
Regulation Of MAP Kinase Activity (GO:0043405)	1/114	0.4296835053146595	0.505375083653007	0	0	1.8054009670650488	1.5250337071281508	SPRY1
Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902)	1/117	0.43807413774697085	0.5125079735411464	0	0	1.7584429434767153	1.4513609855973069	TCIM
Protein Processing (GO:0016485)	1/117	0.43807413774697085	0.5125079735411464	0	0	1.7584429434767153	1.4513609855973069	TMPRSS2
Cellular Response To Molecule Of Bacterial Origin (GO:0071219)	1/117	0.43807413774697085	0.5125079735411464	0	0	1.7584429434767153	1.4513609855973069	LILRB2
Regulation Of Small GTPase Mediated Signal Transduction (GO:0051056)	1/118	0.4408437712414358	0.5139289819939843	0	0	1.7433254031192176	1.4278963445477821	RELN
Positive Regulation Of Cell Projection Organization (GO:0031346)	1/118	0.4408437712414358	0.5139289819939843	0	0	1.7433254031192176	1.4278963445477821	RELN
Regulation Of Protein Kinase Activity (GO:0045859)	1/119	0.4435998923224137	0.5162315648329497	0	0	1.7284640922593046	1.4049513852285709	RELN
Positive Regulation Of MAPK Cascade (GO:0043410)	2/310	0.4502749716830814	0.5219275219940036	0	0	1.3253517316017316	1.0574939514390373	ADRA2B;CD44
Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557)	1/122	0.4517878316611055	0.5219275219940036	0	0	1.6853540086904661	1.3390855700276298	BCL3
Protein Localization To Nucleus (GO:0034504)	1/122	0.4517878316611055	0.5219275219940036	0	0	1.6853540086904661	1.3390855700276298	BCL3
Organonitrogen Compound Biosynthetic Process (GO:1901566)	1/123	0.45449055224962365	0.5219275219940036	0	0	1.6714551292884907	1.3180729981923063	SGPP2
Modulation Of Chemical Synaptic Transmission (GO:0050804)	1/123	0.45449055224962365	0.5219275219940036	0	0	1.6714551292884907	1.3180729981923063	RELN
Positive Regulation Of Epithelial Cell Proliferation (GO:0050679)	1/123	0.45449055224962365	0.5219275219940036	0	0	1.6714551292884907	1.3180729981923063	BMP6
Negative Regulation Of Growth (GO:0045926)	1/124	0.45718008356206974	0.5219275219940036	0	0	1.657782247925572	1.2975095446652958	MT1G
Neuron Projection Guidance (GO:0097485)	1/124	0.45718008356206974	0.5219275219940036	0	0	1.657782247925572	1.2975095446652958	RELN
Cellular Response To Lipopolysaccharide (GO:0071222)	1/124	0.45718008356206974	0.5219275219940036	0	0	1.657782247925572	1.2975095446652958	LILRB2
Positive Regulation Of Defense Response (GO:0031349)	1/124	0.45718008356206974	0.5219275219940036	0	0	1.657782247925572	1.2975095446652958	NLRP10
Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167)	1/124	0.45718008356206974	0.5219275219940036	0	0	1.657782247925572	1.2975095446652958	ANGPTL1
Cytosolic Transport (GO:0016482)	1/127	0.46517017701200697	0.5301335982843735	0	0	1.6180657830142366	1.238389831832245	VPS13C
Protein Targeting (GO:0006605)	1/129	0.4704321191825455	0.5352076261267859	0	0	1.5926224226804124	1.201002308999126	VPS13C
Golgi Organization (GO:0007030)	1/130	0.47304384175057496	0.5363327262386449	0	0	1.5801965955406376	1.182883350604847	ATP8B4
Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0007178)	1/130	0.47304384175057496	0.5363327262386449	0	0	1.5801965955406376	1.182883350604847	BMP6
Plasma Membrane Bounded Cell Projection Organization (GO:0120036)	1/132	0.4782290992554852	0.5412832784381434	0	0	1.5559140631148185	1.1477439295388412	GDNF
Proteolysis (GO:0006508)	2/330	0.48266724183374965	0.545372729661724	0	0	1.2432672764227641	0.9056304507820012	ADAMTS2;TMPRSS2
Non-Membrane-Bounded Organelle Assembly (GO:0140694)	1/135	0.4859124361144234	0.5481025943201944	0	0	1.5208493614402216	1.097637809708088	STARD9
Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)	5/938	0.4889953045343779	0.5506403684790866	0	0	1.0930747156242437	0.7819882658999637	RPS6KA3;EHF;GDNF;BCL3;BMP6
Negative Regulation Of Gene Expression (GO:0010629)	2/336	0.4921582602654622	0.5532595408766505	0	0	1.2205588822355289	0.8653212576747119	N4BP1;APLN
Negative Regulation Of Wnt Signaling Pathway (GO:0030178)	1/140	0.49846989958144056	0.5594034017374061	0	0	1.4657717125268857	1.0204879630894443	AMER1
Regulation Of Cell Adhesion (GO:0030155)	1/144	0.5082968662074447	0.5694647941747814	0	0	1.4244827337610844	0.9639326795067453	LAMA1
Positive Regulation Of Protein Kinase Activity (GO:0045860)	1/145	0.5107236788049061	0.5712154850931352	0	0	1.4145189003436427	0.9504528484860647	RELN
Negative Regulation Of Protein Metabolic Process (GO:0051248)	1/147	0.5155417933513556	0.5756302794007534	0	0	1.3950007061149554	0.9242394508391598	LILRB2
Defense Response To Symbiont (GO:0140546)	1/148	0.5179332096288451	0.5773252134311411	0	0	1.3854407742478434	0.9114939321449409	SLFN11
Peptidyl-Serine Phosphorylation (GO:0018105)	1/158	0.5412139411085454	0.6022599580349302	0	0	1.2965394970122792	0.7959982670496375	RPS6KA3
Regulation Of Macromolecule Metabolic Process (GO:0060255)	1/162	0.550211474654346	0.6102177596418167	0	0	1.2640712044566818	0.7552225964462853	GDNF
Mitochondrion Organization (GO:0007005)	1/162	0.550211474654346	0.6102177596418167	0	0	1.2640712044566818	0.7552225964462853	VPS13C
Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)	1/163	0.5524334302438791	0.6116557745246299	0	0	1.2562046582665138	0.7454599092040817	ADGRB2
Peptidyl-Serine Modification (GO:0018209)	1/166	0.5590343169918047	0.6179292366748879	0	0	1.2331771321462044	0.7171472772890255	RPS6KA3
Membrane Organization (GO:0061024)	1/167	0.5612131269691958	0.6193019648190958	0	0	1.2256862501552601	0.70802322718239	CR1
Double-Strand Break Repair (GO:0006302)	1/168	0.5633812806404936	0.6203740125685663	0	0	1.2182850793258844	0.6990503335790234	TDP2
DNA Damage Response (GO:0006974)	2/384	0.5640616967529627	0.6203740125685663	0	0	1.0645724258289704	0.6095652733981866	SLFN11;BCL3
Brain Development (GO:0007420)	1/169	0.5655388297615801	0.620965392811303	0	0	1.2109720176730485	0.6902253758384524	RELN
Heart Development (GO:0007507)	1/171	0.5698223191759351	0.6246310994615142	0	0	1.1966040024257125	0.6730068117406004	APLN
Generation Of Neurons (GO:0048699)	1/172	0.5719483613744488	0.6259236206432296	0	0	1.1895460300235123	0.6646071810960344	RELN
Neuron Differentiation (GO:0030182)	1/173	0.5740640028558807	0.6272005055995655	0	0	1.1825701270678495	0.6563434325571089	TDP2
Regulation Of Neuron Projection Development (GO:0010975)	1/174	0.5761692938908964	0.6274265292617505	0	0	1.1756748703891307	0.6482127467653656	RELN
Positive Regulation Of Cellular Biosynthetic Process (GO:0031328)	1/174	0.5761692938908964	0.6274265292617505	0	0	1.1756748703891307	0.6482127467653656	BCL3
Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123)	1/175	0.5782642846679084	0.628672191061657	0	0	1.168858869534305	0.6402123767786791	LURAP1
Extracellular Matrix Organization (GO:0030198)	1/176	0.5803490250204362	0.6299026363522303	0	0	1.162120765832106	0.6323396463769343	ADAMTS2
Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374)	1/179	0.5865422389024972	0.6355810162533618	0	0	1.14236070890768	0.609461541391426	CD44
Phosphate-Containing Compound Metabolic Process (GO:0006796)	1/184	0.5966638403854256	0.645490668567539	0	0	1.110866993408822	0.573653276843034	ALPL
Axonogenesis (GO:0007409)	1/188	0.6045842103989656	0.652990462538752	0	0	1.0868846132642374	0.5469358937115955	RELN
Defense Response To Virus (GO:0051607)	1/189	0.6065401271846599	0.6540342970131487	0	0	1.0810484755428822	0.5405073635769386	SLFN11
Intracellular Monoatomic Cation Homeostasis (GO:0030003)	1/190	0.6084864672070275	0.6550644215372071	0	0	1.0752740958926525	0.5341753173993521	BMP6
Organelle Organization (GO:0006996)	2/418	0.6104793349811162	0.6561412039390533	0	0	0.9758613782051282	0.48159816393313953	ATP8B4;VPS13C
Neuron Projection Development (GO:0031175)	1/192	0.6123506025511324	0.6570840069582767	0	0	1.0639067307173316	0.5217933545246598	GDNF
Regulation Of Programmed Cell Death (GO:0043067)	1/195	0.6180761333136624	0.6621528753976188	0	0	1.047295142948241	0.5038993930934323	BCL3
Anterograde Trans-Synaptic Signaling (GO:0098916)	1/199	0.6255801602265438	0.6691075823782289	0	0	1.0259293970634178	0.4812386562071875	RPS6KA3
Organic Substance Transport (GO:0071702)	1/201	0.6292772601221925	0.6719745863340376	0	0	1.0155670103092784	0.4703937038809052	CD320
Regulation Of MAPK Cascade (GO:0043408)	1/204	0.6347552620479434	0.6756412692652023	0	0	1.0004062769793307	0.4547004277717504	ADRA2B
Defense Response To Bacterium (GO:0042742)	1/204	0.6347552620479434	0.6756412692652023	0	0	1.0004062769793307	0.4547004277717504	NLRP10
Regulation Of Angiogenesis (GO:0045765)	1/205	0.636563397828984	0.676476536921155	0	0	0.9954517889630079	0.4496169659091438	SP100
Regulation Of Canonical Wnt Signaling Pathway (GO:0060828)	1/207	0.6401531315704617	0.6781109294360179	0	0	0.9856871184065659	0.4396636329190637	AMER1
Negative Regulation Of Cell Differentiation (GO:0045596)	1/207	0.6401531315704617	0.6781109294360179	0	0	0.9856871184065659	0.4396636329190637	SPRY1
Proteasomal Protein Catabolic Process (GO:0010498)	1/220	0.6626458933133542	0.7008142967682035	0	0	0.9265640446264651	0.38129456645335114	ZNRF1
Protein Polyubiquitination (GO:0000209)	1/226	0.6725522165283597	0.7101549762384117	0	0	0.9015807560137457	0.35763501983440127	ZNRF1
Regulation Of Cell Growth (GO:0001558)	1/227	0.6741750419404983	0.7101703148872873	0	0	0.8975458443572667	0.3538713571891433	RPS6KA3
Cellular Response To Lipid (GO:0071396)	1/228	0.675789906299703	0.7101703148872873	0	0	0.8935464825832236	0.35015677717395466	LILRB2
Chromatin Remodeling (GO:0006338)	1/228	0.675789906299703	0.7101703148872873	0	0	0.8935464825832236	0.35015677717395466	SLFN11
Positive Regulation Of Phosphorylation (GO:0042327)	1/231	0.6805871184351417	0.7140763258502043	0	0	0.8817570596145227	0.339299626169949	RELN
Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)	1/232	0.6821705232220058	0.7146033531691692	0	0	0.877895300575713	0.3357735479273342	LURAP1
Positive Regulation Of GTPase Activity (GO:0043547)	1/234	0.6853140614873884	0.7167604345619679	0	0	0.8702712269368612	0.3288564045346977	RAP1GAP2
Inflammatory Response (GO:0006954)	1/236	0.6884268221064794	0.7188785614729587	0	0	0.8627769247642026	0.322114531549657	CD44
Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091)	1/246	0.7035392999563793	0.7335007527936384	0	0	0.8271407532084999	0.29084877726976877	RELN
Protein Phosphorylation (GO:0006468)	2/500	0.7069070769803031	0.7358513037542997	0	0	0.8117469879518072	0.2815593575469501	RPS6KA3;RELN
Cytokine-Mediated Signaling Pathway (GO:0019221)	1/257	0.7193259574354385	0.7476013488440642	0	0	0.7911565721649485	0.2606391557039793	LILRB2
Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	3/763	0.7273711292041884	0.7547760069136085	0	0	0.7953739612188365	0.25318219665511543	SP100;BMP6;SPDEF
Chromatin Organization (GO:0006325)	1/268	0.73428008702057	0.7607509992485844	0	0	0.7581373798216148	0.2341618995538187	SLFN11
Chemical Synaptic Transmission (GO:0007268)	1/273	0.740814045976322	0.7663193808925648	0	0	0.7440115221346271	0.2232076493526905	RPS6KA3
Negative Regulation Of DNA-templated Transcription (GO:0045892)	4/1025	0.746186347366694	0.7706705868896636	0	0	0.7869214578948465	0.23039479721916736	SP100;BCL3;BMP6;SPDEF
Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)	1/284	0.7546342226539279	0.7781797522219132	0	0	0.7146916323631197	0.20120150379950116	ANGPTL1
DNA Metabolic Process (GO:0006259)	1/288	0.7594767493578445	0.7819534755849459	0	0	0.704587090053522	0.1938499251216412	SP100
Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)	2/557	0.761691927260522	0.78301456286035	0	0	0.7262387387387388	0.1976916983964901	SP100;BCL3
DNA Repair (GO:0006281)	1/291	0.7630464515418753	0.7831889820949994	0	0	0.6971916103803768	0.18854596789945643	TDP2
Regulation Of Cell Cycle (GO:0051726)	1/298	0.771173112384269	0.7903029880403128	0	0	0.6805165052587733	0.1768270426061061	GADD45B
Cellular Response To Cytokine Stimulus (GO:0071345)	1/308	0.782306213704839	0.8004712186670256	0	0	0.6580140367372981	0.16154839279169117	LILRB2
Regulation Of Transcription By RNA Polymerase II (GO:0006357)	8/2028	0.7890738969498474	0.8061481389240327	0	0	0.7868866886688669	0.18640976095077672	RPS6KA3;ZNF165;EHF;SP100;GDNF;BCL3;BMP6;SPDEF
Supramolecular Fiber Organization (GO:0097435)	1/316	0.7908252384980542	0.8066905596407621	0	0	0.6410407461953854	0.15043833527066078	ADAMTS2
Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)	1/319	0.7939340755025528	0.8086139043254043	0	0	0.6348959346430656	0.14650531585710974	ZNRF1
Intracellular Protein Transport (GO:0006886)	1/325	0.8000151938715638	0.8135539125370825	0	0	0.6229476899579992	0.13899492869857094	BCL3
Regulation Of Gene Expression (GO:0010468)	4/1127	0.8096485550413554	0.8220855528146481	0	0	0.7115818192152479	0.1502540648250889	GDNF;TDRD7;BMP6;APLN
Positive Regulation Of Macromolecule Metabolic Process (GO:0010604)	1/364	0.8354339035296725	0.8456689283814909	0	0	0.5549118173298117	0.09977538890488215	BMP6
Protein Modification By Small Protein Conjugation (GO:0032446)	1/364	0.8354339035296725	0.8456689283814909	0	0	0.5549118173298117	0.09977538890488215	TRIM55
Ubiquitin-Dependent Protein Catabolic Process (GO:0006511)	1/367	0.8378856918467982	0.8468538873252807	0	0	0.5502788575291533	0.09732979907652642	ZNRF1
Regulation Of DNA-templated Transcription (GO:0006355)	7/1922	0.8427377500472033	0.8504574851621395	0	0	0.7225145611568589	0.1236218517355864	RPS6KA3;ZNF165;EHF;SP100;TCIM;BCL3;SPDEF
Cellular Response To Oxygen-Containing Compound (GO:1901701)	1/406	0.8666530113445421	0.8732585983212535	0	0	0.4962962962962963	0.07102823847172551	LILRB2
Vesicle-Mediated Transport (GO:0016192)	1/411	0.8699548060579999	0.875251334557592	0	0	0.4901181795323108	0.06828033177908562	EXOC3L4
Protein Ubiquitination (GO:0016567)	1/434	0.8841304055801288	0.8868136541554857	0	0	0.4635365824623223	0.05708485905559384	TRIM55
Regulation Of Cell Migration (GO:0030334)	1/434	0.8841304055801288	0.8868136541554857	0	0	0.4635365824623223	0.05708485905559384	RELN
Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	1/456	0.89625460994461	0.8976125714748291	0	0	0.44062535402741587	0.04826202262682483	BCL3
Negative Regulation Of Cellular Process (GO:0048523)	1/537	0.9310122312753708	0.9310122312753708	0	0	0.3724803815971688	0.026625964463737068	VPS13C
